vehicle_no,device_id,sim_number,depot
KA01FA0644,150813257,9967550431,Depot-34
KA53F0249,150813578,9967501902,Depot-34
KA53F0054,150813459,9967454305,Depot-34
KA01FA0255,150814720,9967550486,Depot-34
KA01FA1492,150813248,9967500784,Depot-34
KA01FA1912,150812878,9967561029,Depot-34
KA01F3496,150812862,9967483427,Depot-34
KA01F4000,150812932,9967501337,Depot-34
KA01FA0248,150811490,9967482654,Depot-34
KA01F4593,150813162,9967502883,Depot-34
KA01FA0301,150813482,9967454521,Depot-34
KA01F3148,150813394,9967502469,Depot-34
KA01FA2025,150811592,9967550780,Depot-34
KA01F2660,150814606,9967501915,Depot-34
KA01F3268,150813634,9967550829,Depot-34
KA57F0937,150814591,9967502460,Depot-34
KA01FA0026,150811378,9967501096,Depot-34
KA01F4562,150813460,9967502314,Depot-34
KA53F0265,150814714,9967483631,Depot-34
KA01FA0327,150814434,9967500582,Depot-34
KA42F1699,150811465,9967500971,Depot-34
KA01F2931,150813721,9967502339,Depot-34
KA01F4856,150814481,9967502053,Depot-34
KA01F4875,150813660,9967550564,Depot-34
KA01FA0520,150814647,9967500382,Depot-34
KA01FA0348,150813684,9987797067,Depot-34
KA57F0936,150813860,9967454328,Depot-34
KA01FA0519,150813859,9967500791,Depot-34
KA53F0242,150813492,9967483304,Depot-34
KA50F0168,150811208,9967550524,Depot-34
KA57F1038,150812419,9967500430,Depot-34
KA01FA0624,150814654,9967483796,Depot-34
KA50F0027,150813559,9967484091,Depot-34
KA01F3649,150813695,9967550482,Depot-34
KA01FA0077,150813491,9967502189,Depot-34
KA01FA0035,150811390,9967502650,Depot-34
KA01FA1202,150813549,9967502373,Depot-34
KA01F3083,150813950,9967550718,Depot-34
KA57F1354,150814495,9967484284,Depot-44
KA01F8573,150813195,9967484485,Depot-34
KA57F1395,150813402,9967501892,Depot-44
KA57F1043,150814711,9967501929,Depot-34
KA01F4747,150813369,9967501887,Depot-34
KA50F0213,150811511,9967500806,Depot-34
KA50F0184,150814562,9967501875,Depot-34
KA01FA1198,150810629,9967550782,Depot-34
KA53F0256,150810810,9967483673,Depot-34
KA57F0372,150812431,9967454432,Depot-34
KA57F0423,150814413,9967550610,Depot-34
KA57F0921,150813434,9967550696,Depot-34
KA53F0060,150814579,9967500674,Depot-34
KA53F0263,150812910,9967550893,Depot-34
KA01FA0547,150814637,9967502198,Depot-34
KA01FA0667,150811484,9967502193,Depot-34
KA01F3430,150813518,9967501004,Depot-34
KA57F0700,150811575,9967550938,Depot-34
KA01FA0572,150812839,9967550775,Depot-34
KA01F3966,150813692,9967501348,Depot-34
KA57F0693,150813439,9967502785,Depot-34
KA50F0013,150812847,9967484462,Depot-34
KA01F8680,150811503,9967550439,Depot-34
KA01F8711,150814685,9967502230,Depot-34
KA01FA1922,150814439,9967501679,Depot-34
KA01F3945,150812842,9967502867,Depot-34
KA01F3647,150814169,9967502016,Depot-34
KA01FA0571,150814718,9967501961,Depot-34
KA57F0629,150814602,9967502118,Depot-34
KA57F1007,150814170,9967502397,Depot-34
KA57F1453,150810658,9967502384,Depot-44
KA57F1051,150812438,9967502273,Depot-34
KA01F8963,150814152,9967502167,Depot-34
KA01FA0036,150814450,9987796717,Depot-34
KA01FA0257,150814626,9967549547,Depot-34
KA01FA1820,150813716,9967502237,Depot-34
KA57F0500,150813364,9967552432,Depot-34
KA53F0241,150814150,9967500325,Depot-34
KA01F3048,150814779,9967550597,Depot-34
KA01F4676,150814603,9967501510,Depot-34
KA57F0660,150814610,9967501923,Depot-34
KA01F4589,150812846,9967550397,Depot-34
KA01FA0906,150814653,9967502465,Depot-34
KA01F8786,150812440,9967482257,Depot-34
KA57F1403,150813738,9967500921,Depot-44
KA53F0258,150811471,9967551265,Depot-34
KA57F0627,150813743,9967500835,Depot-34
KA01F9466,150814060,9967459151,Depot-17
KA57F0111,150813561,9967463184,Depot-17
KA01FA1782,150813368,9967493376,Depot-17
KA01F8997,150814385,9967480984,Depot-17
KA01F8778,150812405,9967478429,Depot-17
KA57F0093,150813778,9967456616,Depot-17
KA57F0094,150813986,9967490693,Depot-17
KA01F8954,150812848,9967487153,Depot-17
KA42F1692,150812351,9967475998,Depot-17
KA53F0026,150814675,9967476951,Depot-17
KA01F8952,150813830,9967486937,Depot-17
KA01F8889,150814225,9967493418,Depot-17
KA53F0053,150812947,9967480196,Depot-17
KA01F9559,150811569,9967493976,Depot-17
KA01F4427,150814126,9967495183,Depot-17
KA57F0059,150814046,9967459629,Depot-17
KA01F9411,150813602,9967480300,Depot-17
KA01F9415,150812818,9967459282,Depot-17
KA01F3117,150811284,9867568327,Depot-17
KA57F0636,150811496,9967477273,Depot-17
KA01FA1941,150812812,9967481297,Depot-17
KA57F0638,150810849,9967481121,Depot-17
KA01FA2192,150811461,9967480426,Depot-17
KA01F8875,150814276,9967458985,Depot-17
KA01F8627,150811300,9967456485,Depot-17
KA01F9391,150810613,9967476964,Depot-17
KA01F8751,150813182,9967476019,Depot-17
KA57F1039,150811450,9967457139,Depot-17
KA01F2816,150813768,9967498066,Depot-17
KA01F3378,150812358,9967478401,Depot-17
KA01F4451,150814088,9967456980,Depot-17
KA01F8657,150814778,9967476732,Depot-16
KA01F9298,150813046,9967480446,Depot-17
KA01F3767,150810087,9967455818,Depot-17
KA57F0063,150814074,9967458228,Depot-17
KA01F9383,150810523,9967459200,Depot-17
KA01F4776,150814040,9967467458,Depot-17
KA01F3511,150813204,9967457125,Depot-17
KA57F0749,150814382,9967480208,Depot-17
KA57F1013,150813030,9967456714,Depot-17
KA01F9296,150813900,9967456606,Depot-17
KA01F9392,150812826,9967479275,Depot-17
KA01F9306,150813240,9967480084,Depot-17
KA01FA1937,150813797,9967456958,Depot-17
KA57F0518,150811239,9967478219,Depot-17
KA53F0027,150812458,9967487240,Depot-17
KA53F0007,150812816,9967493314,Depot-17
KA01F9432,150813468,9967474977,Depot-17
KA57F0181,150813301,9967490636,Depot-17
KA01F3245,150813070,9967477233,Depot-17
KA01FA2333,150813893,9967494039,Depot-17
KA01F8804,150810095,9967481224,Depot-17
KA01F2698,150812943,9967476581,Depot-17
KA01FA0145,150813040,9967457628,Depot-17
KA01F9368,150813960,9967476742,Depot-17
KA01F9563,150814132,9967478150,Depot-17
KA57F1012,150814399,9967480843,Depot-17
KA57F0190,150810827,9967457750,Depot-17
KA01F9565,150814419,9967456175,Depot-17
KA01F3775,150810570,9967478432,Depot-17
KA42F1727,150810439,9967475432,Depot-17
KA42F1693,150814334,9967480717,Depot-17
KA01F3436,150811206,9967455831,Depot-17
KA01F4791,150814097,9967477346,Depot-17
KA01FA1957,150814705,8828031286,Depot-17
KA53F0050,150810617,9967493937,Depot-17
KA01F8754,150814168,9967562058,Depot-34
KA57F0492,150814424,9967483584,Depot-34
KA01F4588,150813409,9967558831,Depot-34
KA01FA0482,150813404,9967502334,Depot-34
KA01FA1899,150814749,9967501380,Depot-34
KA53F0234,150810505,9967550584,Depot-34
KA57F0834,150810112,9967502160,Depot-34
KA01F8891,150814798,9967483892,Depot-34
KA01FA0909,150812858,9967501932,Depot-34
KA57F1393,150813314,9967501231,Depot-44
KA50F0054,150811488,9967458240,Depot-21
KA01F9577,150814636,9967493394,Depot-21
KA01FA1734,150810823,9967492767,Depot-21
KA57F0915,150812857,9967492849,Depot-21
KA57F0820,150813493,9967498704,Depot-21
KA57F0830,150813603,9967493919,Depot-21
KA01F3963,150813725,9967499066,Depot-21
KA57F0961,150810527,9967492981,Depot-21
KA57F0916,150811355,9967477289,Depot-21
KA57F0481,150813987,9967494974,Depot-21
KA57F0413,150812800,9967492939,Depot-21
KA01F4717,150811438,9967479453,Depot-21
KA01FA0687,150810642,9967492207,Depot-21
KA01F3923,150813471,9967486994,Depot-21
KA01F9586,150811266,9967458717,Depot-21
KA57F0097,150814187,9967477229,Depot-21
KA57F0468,150813887,9967480254,Depot-21
KA57F0012,150813059,9967457427,Depot-21
KA57F0410,150814069,9967475363,Depot-21
KA01F9523,150810571,9967477875,Depot-21
KA01FA2171,150811441,9967457210,Depot-21
KA01F4418,150810409,9967495343,Depot-21
KA01FA1618,150814707,9967475892,Depot-21
KA57F1011,150812357,9967479392,Depot-21
KA01F9472,150814752,9967478327,Depot-21
KA01F9510,150813805,9967457235,Depot-21
KA57F0099,150813181,9967477291,Depot-21
KA57F0831,150811233,9967477281,Depot-21
KA01F9570,150810097,9967475762,Depot-21
KA57F0045,150811307,9967475030,Depot-21
KA01FA1807,150810651,9967495178,Depot-21
KA01F9482,150811412,9967476225,Depot-21
KA57F0091,150813082,9967493120,Depot-21
KA53F0283,150812427,9967501126,Depot-35
KA57F0504,150813161,9967454844,Depot-35
KA57F0637,150810805,9967501165,Depot-35
KA01F3681,150814025,9967561160,Depot-35
KA01F4467,150813237,9987830940,Depot-35
KA01F2996,150221998,9967474587,Depot-35
KA01FA2341,150813465,9967562198,Depot-35
KA01FA2089,150812916,9967454729,Depot-35
KA53F0281,150813787,9967502638,Depot-35
KA01FA2340,150219435,9967474318,Depot-35
KA57F1110,150814759,9967501187,Depot-35
KA57F1111,150220052,9967472602,Depot-35
KA57F0508,150810113,9967502745,Depot-35
KA01FA2307,150222596,9967474584,Depot-35
KA53F0144,150813260,9967562193,Depot-35
KA01FA2342,150221028,9967474975,Depot-35
KA57F0632,150813253,9967501787,Depot-35
KA01FA1883,150222961,9967473919,Depot-35
KA57F0208,150814593,9967502871,Depot-35
KA01FA1457,150813517,9967454174,Depot-35
KA57F1119,150219290,9987799071,Depot-35
KA01F3682,150220122,9987798825,Depot-35
KA01F4300,150222362,9987798471,Depot-35
KA01F3456,150219561,9987798528,Depot-35
KA01FA2306,150220746,9987797780,Depot-35
KA42F1698,150811291,9967494758,Depot-21
KA01F4389,150813157,9967459963,Depot-21
KA01FA2000,150813480,9967498744,Depot-21
KA01FA0323,150814103,9967486740,Depot-21
KA01F8855,150814573,9967498672,Depot-21
KA01FA0076,150814723,9967495848,Depot-21
KA01FA0609,150814668,9967479337,Depot-21
KA01FA1505,150811475,9967496191,Depot-21
KA01FA1990,150812874,9967493560,Depot-21
KA01F4786,150810487,9967492474,Depot-21
KA01F9571,150810089,9967497686,Depot-21
KA57F0204,150811283,9967492846,Depot-21
KA42F1697,150811323,9967491292,Depot-21
KA01FA1452,150814795,9967498638,Depot-21
KA42F1719,150810877,9967489868,Depot-21
KA53F0274,150814692,9967499068,Depot-21
KA01FA1194,150810605,9967495724,Depot-21
KA01FA0702,150814160,9967495029,Depot-21
KA01F4859,150814222,9967493823,Depot-21
KA01FA1497,150810842,9967496201,Depot-21
KA01FA0847,150810481,9967492058,Depot-21
KA01F9547,150814558,9967492118,Depot-21
KA53F0024,150811472,9967500188,Depot-21
KA57F1010,150814684,9967495845,Depot-21
KA01FA1179,150813168,9967486397,Depot-21
KA57F0940,150814159,9967495620,Depot-21
KA01FA0031,150813665,9967490723,Depot-21
KA01F9568,150813526,9967498072,Depot-21
KA57F0533,150814161,9967499305,Depot-21
KA01F8621,150814681,9967499025,Depot-21
KA01F4845,150814455,9967499056,Depot-21
KA01F4396,150814397,9967499227,Depot-21
KA57F0046,150810543,9967493530,Depot-21
KA01F4696,150813062,9967498188,Depot-21
KA01F4571,150811460,9967494587,Depot-21
KA01F4858,150813495,9967499253,Depot-21
KA57F0198,150810627,9967498914,Depot-21
KA01F8660,150814551,9967494337,Depot-21
KA01FA1865,150813843,9967499193,Depot-21
KA57F0962,150811424,9967496364,Depot-21
KA01F4702,150811577,9967492586,Depot-21
KA53F0270,150813701,9967494198,Depot-21
KA57F0140,150810597,9967492009,Depot-21
KA01FA2183,150222934,8828030998,Depot-12
KA01FA2214,150813209,9967501162,Depot-35
KA01F3319,150219763,8828028589,Depot-12
KA01F8654,150810564,9967545308,Depot-31
KA01FA0152,150812054,9967541331,Depot-31
KA01FA2390,150813014,9967542853,Depot-31
KA01F9513,150811213,9967545517,Depot-31
KA01F3614,150810306,9967545052,Depot-31
KA01FA2004,150814489,9967547463,Depot-31
KA01FA1776,150811528,9967545815,Depot-31
KA57F0406,150814291,9967545471,Depot-31
KA01F3555,150813909,9967544978,Depot-31
KA01F4657,150812801,9967549216,Depot-31
KA01F4826,150813500,9967545715,Depot-31
KA57F0385,150810624,9967544059,Depot-31
KA57F0075,150813592,9967544936,Depot-31
KA57F0914,150814388,9967545644,Depot-31
KA57F1096,150813478,9967545930,Depot-31
KA01FA1014,150813510,9967468731,Depot-41
KA01FA2324,150812870,9967558049,Depot-35
KA01FA2142,150218128,9987798873,Depot-35
KA01FA2337,150218133,9987799019,Depot-35
KA53F0278,150811485,9967454808,Depot-35
KA01FA2303,150221902,9987797984,Depot-35
KA57F1274,150221971,9987798262,Depot-35
KA57F1108,150221363,9987798400,Depot-35
KA57F0405,150814823,9967545368,Depot-31
KA57F0197,150812963,9967551136,Depot-35
KA01FA2336,150221608,9987797841,Depot-35
KA57F0746,150813203,9967545924,Depot-31
KA01F4724,150811554,9967548318,Depot-31
KA57F1095,150811287,9967544956,Depot-31
KA01FA2181,150218569,9987798673,Depot-35
KA01F3041,150813160,9967454139,Depot-35
KA01FA2316,150811492,9967561460,Depot-35
KA57F0778,150814782,9967552388,Depot-35
KA57F0557,150220225,9987798236,Depot-35
KA01F3488,150813405,9967483281,Depot-35
KA01F4465,150813246,9967454872,Depot-35
KA57F0777,150220024,9987799234,Depot-35
KA57F1122,150221480,9987798838,Depot-35
KA57F0435,150221060,9967514822,Depot-35
KA01F3793,150220890,9987799163,Depot-35
KA01F3721,150220049,9987799238,Depot-35
KA01FA2009,150221840,9987799478,Depot-35
KA01F4374,150814128,9967455346,Depot-21
KA01FA0159,150814425,9967478381,Depot-21
KA01F9567,150222152,9967455337,Depot-21
KA53F0240,150813682,9967490464,Depot-21
KA57F0141,150813063,9967456084,Depot-21
KA01F9273,150812827,9967456471,Depot-21
KA01FA0412,150813071,9967457845,Depot-21
KA01FA0074,150811594,9967455923,Depot-21
KA50F0176,150811271,9967456344,Depot-21
KA01F4719,150814196,9967458021,Depot-21
KA01F4784,150813933,9967478944,Depot-21
KA01FA1657,150811481,9967459528,Depot-21
KA01F3594,150814108,9967493855,Depot-21
KA01F8728,150814571,9967492893,Depot-21
KA57F0074,150813639,9967456647,Depot-21
KA01FA2187,150810591,9967457188,Depot-21
KA01F4703,150814269,9967499309,Depot-21
KA01FA0197,150813052,9967459700,Depot-21
KA01F3241,150814299,9967493989,Depot-21
KA01FA1470,150813223,9967456948,Depot-21
KA01FA0681,150810526,9967457532,Depot-21
KA50F0045,150811324,9967490186,Depot-21
KA01FA1582,150812887,9967457266,Depot-21
KA01F4506,150811523,9967457936,Depot-21
KA01F8569,150813838,9967490436,Depot-21
KA01FA0647,150813812,9967552387,Depot-21
KA01FA1975,150221231,9987798431,Depot-35
KA01F3718,150221510,9987798259,Depot-35
KA01F3702,150220289,9967514743,Depot-35
KA01F3254,150220368,9987799237,Depot-35
KA01FA2318,150221780,9987798348,Depot-35
KA57F0250,150220066,9987798741,Depot-35
KA01F2376,150813636,9967482485,Depot-23
KA01F3072,150812866,9967485196,Depot-23
KA01F8685,150813923,9967455173,Depot-23
KA57F1123,150814469,9967485004,Depot-23
KA57F0827,150812447,9967559052,Depot-23
KA53F0070,150814780,9967560706,Depot-23
KA01F8936,150814669,9967455148,Depot-23
KA53F0152,150810491,9967484506,Depot-23
KA01F3760,150811573,9967502571,Depot-23
KA57F0990,150813994,9967484913,Depot-23
KA01F3805,150814482,9967551689,Depot-23
KA01F8994,150814256,9967481866,Depot-23
KA01F4930,150814147,9967551964,Depot-23
KA01FA1084,150811348,9967465238,Depot-41
KA01FA1107,150811318,9967473885,Depot-41
KA01F8762,150813551,9967482062,Depot-23
KA53F0146,150811562,9967484753,Depot-23
KA01F3673,150812946,9967484501,Depot-23
KA01FA1557,150811567,9967552269,Depot-23
KA01FA0738,150813783,9967468564,Depot-41
KA01FA1055,150811470,9967466978,Depot-41
KA57F0142,150813330,9967552393,Depot-23
KA01F3327,150813685,9967561824,Depot-23
KA01F4502,150812923,9967551457,Depot-23
KA01F3098,150814736,9967455234,Depot-23
KA01FA2385,150812912,9967560864,Depot-23
KA01FA0919,150814302,9967553253,Depot-41
KA01FA0984,150811236,9967471350,Depot-41
KA01FA0917,150814689,9967465834,Depot-41
KA01FA0961,150811549,9967468459,Depot-41
KA01FA0356,150813875,9967466852,Depot-41
KA01FA0945,150812904,9967470984,Depot-41
KA01FA0940,150811402,9967469788,Depot-41
KA01F3731,150811586,9967485002,Depot-23
KA01FA0868,150812957,9967471342,Depot-41
KA01F3893,150813998,9967551150,Depot-23
KA01FA0759,150812952,9967465244,Depot-41
KA57F0577,150812449,9967482107,Depot-23
KA01FA1050,150814032,9967472875,Depot-41
KA01F3819,150812941,9967481757,Depot-23
KA57F0575,150810363,9967562129,Depot-23
KA01F4836,150812453,9967482023,Depot-23
KA01F3512,150814142,9967484963,Depot-23
KA01F3487,150813984,9967552285,Depot-23
KA01F3845,150813487,9967558890,Depot-23
KA53F0285,150813920,9967562084,Depot-23
KA01F3841,150812933,9967551279,Depot-23
KA01F3336,150814725,9967558039,Depot-23
KA57F0491,150813337,9967551241,Depot-23
KA01F4642,150812902,9967485319,Depot-23
KA01FA1142,150810578,9967470930,Depot-41
KA01FA0352,150813250,9967497611,Depot-41
KA01FA1087,150813113,9967466026,Depot-41
KA01FA1077,150814286,9967468416,Depot-41
KA01FA1010,150814031,9967466801,Depot-41
KA01FA0855,150811533,9967465209,Depot-41
KA01FA1109,150814242,9967468618,Depot-41
KA01FA0962,150814294,9967472078,Depot-41
KA01FA0577,150814345,9967553360,Depot-41
KA01FA0638,150814056,9967553239,Depot-41
KA01FA1127,150812893,9967466763,Depot-41
KA01FA0769,150812885,9967489866,Depot-41
KA57F1078,150811344,9967549263,Depot-41
KA53F0266,150810631,9967461201,Depot-40
KA53F0174,150813093,9967467509,Depot-40
KA01FA0844,150812889,9967498487,Depot-41
KA53F0239,150812938,9967554983,Depot-40
KA50F0009,150812919,9967556275,Depot-40
KA57F0744,150811543,9967556182,Depot-40
KA01FA0768,150814295,9967466587,Depot-41
KA01FA1013,150810802,9967497170,Depot-41
KA01FA0498,150811498,9967499345,Depot-41
KA01FA1108,150811286,9967553893,Depot-41
KA01FA1037,150813638,9967486587,Depot-41
KA01FA1632,150811566,9967464126,Depot-40
KA01FA0377,150810611,9967498705,Depot-41
KA01F3962,150814426,9967554730,Depot-40
KA57F0103,150810444,9967549309,Depot-41
KA01FA0312,150812418,9967557586,Depot-40
KA01FA0420,150814241,9967467352,Depot-41
KA01FA0362,150810812,9967554843,Depot-40
KA01FA0645,150814567,9967464436,Depot-40
KA01FA0353,150813329,9967468815,Depot-41
KA01FA1104,150811319,9967553379,Depot-41
KA01FA0190,150810445,9967556787,Depot-40
KA50F0007,150811576,9967461609,Depot-40
KA01FA0879,150812428,9967556784,Depot-40
KA01FA1095,150810356,9967465886,Depot-41
KA01FA0383,150814209,9967466384,Depot-41
KA01FA1015,150811419,9967466320,Depot-41
KA01FA1878,150813512,9967556744,Depot-40
KA53F0128,150813999,9967460796,Depot-40
KA01FA1272,150810532,9967460242,Depot-40
KA01FA2348,150810401,9967554653,Depot-40
KA57F0147,150812425,9967461518,Depot-40
KA53F0289,150810098,9967556870,Depot-40
KA50F0138,150811297,9967461615,Depot-40
KA01FA0930,150810442,9967559885,Depot-40
KA57F0826,150814604,9967556264,Depot-40
KA53F0131,150811587,9967549116,Depot-43
KA01F3469,150813427,998779839,Depot-43
KA01FA0860,150813256,9967463215,Depot-43
KA01FA1329,150813654,9967549207,Depot-43
KA01FA0338,150813810,9967559654,Depot-43
KA01FA2177,150814466,9967549186,Depot-43
KA01FA0336,150811478,9987783474,Depot-43
KA01FA1283,150811374,9987783286,Depot-43
KA50F0209,150811398,9967549003,Depot-43
KA01FA1376,150814728,9967467548,Depot-43
KA01FA0196,150813264,9967549103,Depot-43
KA01F2715,150811550,9967551013,Depot-43
KA01FA1230,150813731,9967559607,Depot-43
KA01FA1282,150814018,9967549106,Depot-40
KA50F0077,150813901,9967554810,Depot-43
KA01FA0272,150812869,9967464457,Depot-43
KA01F3066,150811517,9967549049,Depot-43
KA01FA0707,150811500,9967549055,Depot-43
KA01FA0260,150814407,9967462379,Depot-43
KA01F9000,150813158,9967458765,Depot-21
KA01F4509,150813054,9967455647,Depot-21
KA01FA1604,150813954,9967456342,Depot-21
KA01F9581,150813786,9967493490,Depot-21
KA50F0120,150813087,9967493028,Depot-21
KA01FA1499,150813630,9967456756,Depot-21
KA01F8968,150219271,9967455336,Depot-21
KA50F0210,150811243,9967487462,Depot-21
KA01F4349,150813756,9967486898,Depot-21
KA01F9360,150810088,9967455421,Depot-21
KA01FA1773,150811371,9967492796,Depot-21
KA01F4773,150811383,9967479831,Depot-21
KA57F0480,150811342,9967480767,Depot-21
KA01F8686,150813153,9967458831,Depot-21
KA01F8911,150814041,9967456054,Depot-21
KA01FA0505,150813798,9967494508,Depot-21
KA01FA0268,150810811,9967459691,Depot-21
KA57F0294,150813870,9967456187,Depot-21
KA01F4739,150813564,9967558826,Depot-35
KA57F0288,150812861,9967552384,Depot-35
KA57F0199,150221366,9987797636,Depot-35
KA01FA2321,150220224,9967512609,Depot-35
KA01FA2228,150811510,9967558744,Depot-35
KA01F3762,150219325,9987797835,Depot-35
KA57F0759,150222004,9987798731,Depot-35
KA01FA2112,150814690,9967454744,Depot-35
KA57F0646,150220450,9967512551,Depot-35
KA01F3699,150811491,9967502798,Depot-35
KA50F0074,150220303,9987797683,Depot-35
KA01FA1290,150813562,9967461657,Depot-40
KA53F0236,150813658,9967460842,Depot-40
KA01FA2346,150811336,9967467515,Depot-40
KA01F3540,150810108,9967556056,Depot-40
KA57F0829,150813552,9967549608,Depot-40
KA57F0598,150813621,9967464094,Depot-40
KA53F0276,150814157,9967557047,Depot-40
KA50F0214,150814663,9967461397,Depot-40
KA01FA2218,150813173,9967549601,Depot-40
KA01F4328,150814082,9967556689,Depot-40
KA01FA1646,150812909,9967461784,Depot-40
KA53F0261,150813989,9967549417,Depot-40
KA01FA2343,150812845,9967556861,Depot-40
KA01FA2184,150814148,9987790465,Depot-40
KA01FA0866,150220733,8828028716,Depot-40
KA01FA0487,150813281,9967486381,Depot-38
KA01FA1414,150814029,9967499037,Depot-38
KA57F1092,150811255,9967498042,Depot-38
KA57F0975,150811201,9967471883,Depot-38
KA01FA1400,150810634,9967499424,Depot-38
KA57F1242,150812822,9967486605,Depot-38
KA57F1241,150810633,9967489703,Depot-38
KA57F1037,150814596,9967497928,Depot-38
KA57F0976,150814391,9967499596,Depot-38
KA01FA0079,150810632,9967488760,Depot-38
KA57F1020,150810654,9967485601,Depot-38
KA01FA2075,150810653,9967486166,Depot-38
KA57F0992,150810822,9967486558,Depot-38
KA57F1245,150810519,9967486701,Depot-38
KA50F0119,150813784,9967499569,Depot-38
KA57F1142,150813828,9967486416,Depot-38
KA50F0057,150810378,9967499460,Depot-38
KA01FA1633,150812821,9967554224,Depot-38
KA01FA1254,150814499,9967499732,Depot-38
KA01FA1225,150813817,9967499368,Depot-38
KA01FA0603,150814181,9967497248,Depot-38
KA01FA1915,150812927,9967497186,Depot-38
KA57F0841,150811384,9967553977,Depot-32
KA57F0840,150812882,9967473221,Depot-32
KA57F1022,150812897,9967553815,Depot-32
KA57F1228,150811521,9967552950,Depot-32
KA57F1248,150813354,9967473226,Depot-32
KA57F1230,150814344,9967553015,Depot-32
KA57F1232,150811551,9967553014,Depot-32
KA57F1236,150813713,9967554152,Depot-32
KA57F1249,150810458,9967553319,Depot-32
KA57F1090,150814057,9967553894,Depot-32
KA57F0949,150811351,9967467950,Depot-32
KA57F1234,150812408,9967467654,Depot-32
KA57F0943,150814628,9967553419,Depot-32
KA01FA1403,150813627,9967553285,Depot-32
KA01FA1413,150814784,9967465917,Depot-32
KA01FA0593,150814237,9967553984,Depot-32
KA01FA2103,150814366,9967553615,Depot-32
KA57F1361,150810554,9967553258,Depot-32
KA01F8601,150813849,9967466380,Depot-32
KA01FA2137,150811596,9967553083,Depot-32
KA53F0172,150814050,9967549315,Depot-32
KA57F1089,150810589,9967552529,Depot-32
KA01FA0985,150812911,9967469660,Depot-32
KA01FA1942,150814781,9967552856,Depot-32
KA01F2759,150811260,9967470611,Depot-32
KA01FA1409,150814328,9967554381,Depot-32
KA57F1231,150811447,9967554213,Depot-32
KA57F1233,150811556,9967467725,Depot-32
KA01F4514,150814184,9967553394,Depot-32
KA57F1235,150814089,9967470798,Depot-32
KA01F8701,150814739,9967469493,Depot-32
KA01F4818,150811409,9967468897,Depot-32
KA01FA0562,150810405,9967467753,Depot-32
KA01FA1651,150810606,9967552463,Depot-32
KA01F3619,150812920,9967552736,Depot-32
KA01FA1510,150814343,9967471098,Depot-32
KA57F0926,150814080,9967471674,Depot-32
KA53F0083,150811281,9967473122,Depot-32
KA50F0162,150813280,9967467830,Depot-32
KA01F8649,150814353,9967469043,Depot-32
KA57F1238,150811421,9967468176,Depot-32
KA01F8969,150813033,9967468054,Depot-32
KA50F0025,150810407,9967471368,Depot-32
KA01FA2122,150812896,9967472943,Depot-32
KA57F1369,150813938,9967472613,Depot-32
KA01F3652,150811268,9967471226,Depot-32
KA50F0170,150811303,9967469618,Depot-32
KA01FA1600,150814644,9967553463,Depot-32
KA50F0026,150814232,9967554249,Depot-32
KA57F1364,150813818,9967552546,Depot-32
KA01FA0006,150814051,9967469273,Depot-32
KA01F8562,150814363,9967470276,Depot-32
KA01F2880,150814742,9967464919,Depot-32
KA01F8704,150814358,9967469741,Depot-32
KA57F1366,150810832,9967472246,Depot-32
KA01FA1266,150811270,9967467921,Depot-32
KA01F3589,150814055,9967552562,Depot-32
KA01F4679,150813112,9967469485,Depot-32
KA01FA2121,150814305,9967552495,Depot-32
KA01F2812,150811439,9967553900,Depot-32
KA57F1359,150813981,9967468270,Depot-32
KA57F0842,150811530,9967471200,Depot-32
KA01FA1759,150812434,9967469289,Depot-32
KA57F1391,150810588,9967553970,Depot-32
KA01F8663,150813513,9967472680,Depot-32
KA57F1358,150813793,9967469626,Depot-32
KA01FA2023,150813903,9867363911,Depot-32
KA01F3475,150814741,9967471891,Depot-32
KA57F1357,150811527,9967552730,Depot-32
KA50F0137,150814033,9967468205,Depot-32
KA01F4480,150813771,9967553796,Depot-32
KA01F3728,150814858,9967544301,Depot-31
KA01F8634,150813591,9967545512,Depot-31
KA53F0061,150811164,9967543837,Depot-31
KA01F3747,150812599,9967543527,Depot-31
KA01F3755,150811375,9967543951,Depot-31
KA01F8721,150810495,9967544283,Depot-31
KA01F8713,150814393,9967543845,Depot-31
KA01F8696,150813098,9967544856,Depot-31
KA01F8633,150810546,9967547467,Depot-31
KA01F4929,150811263,9967544069,Depot-31
KA01F8770,150814380,9967543759,Depot-31
KA01F8755,150813049,9967547938,Depot-31
KA01F9539,150810841,9967547255,Depot-31
KA01F4697,150814068,9967547689,Depot-31
KA57F0180,150811018,9967543930,Depot-31
KA57F0069,150811403,9967544238,Depot-31
KA53F0166,150814355,9967471463,Depot-41
KA53F0202,150812894,9967466231,Depot-41
KA01FA1134,150811275,9967466442,Depot-41
KA57F1451,150810364,9967472767,Depot-41
KA01FA2104,150814296,9967469119,Depot-41
KA01F4647,150810671,9967543293,Depot-31
KA01F8774,150813026,9967542875,Depot-31
KA01FA0963,150811278,9967464580,Depot-41
KA01F3903,150811353,9967543107,Depot-31
KA01F4959,150813670,9967547610,Depot-31
KA57F1463,150811359,9967471962,Depot-41
KA01FA1351,150810829,9967543295,Depot-31
KA01F2977,150813959,9967493428,Depot-31
KA01F3761,150814118,9967547932,Depot-31
KA57F0650,150814214,9967547839,Depot-31
KA01FA0773,150812412,9967470341,Depot-41
