vehicle_no,schedule_no,sim_number,depot,last_inserted_tm
KA01F4484,401A/1,9987817084,Depot-22,2016-10-20 11:00:06
KA57F0101,401A/2,9987780686,Depot-22,2016-10-20 11:00:09
KA01F4398,401A/3,9987785378,Depot-09,2016-10-20 11:00:07
KA01F8878,401A/4,9987808311,Depot-11,2016-10-20 11:00:09
KA53F0156,401A/5,9987829336,Depot-09,2016-10-20 11:00:06
KA57F0754,401A/6,9987791757,Depot-26,2016-10-20 11:00:06
KA53F0250,401A/7,9967487989,Depot-22,2016-10-20 11:00:10
KA57F0551,401A/8,9987785923,Depot-09,2016-10-20 11:00:06
KA57F0728,401A/9,9987807348,Depot-09,2016-10-20 11:00:05
KA01FA0735,401AB/1,9967556617,Depot-30,2016-10-20 11:00:08
KA01FA0642,401AE/1,9967550148,Depot-30,2016-10-20 11:00:09
KA01FA0318,401AF/1,9987817265,Depot-22,2016-10-20 11:00:06
KA01F3390,401AF/2,9967504280,Depot-22,2016-10-20 11:00:10
KA01F4960,401AF/3,9987817216,Depot-22,2016-10-20 11:00:06
KA01F8791,401AF/4,9967477321,Depot-22,2016-10-20 11:00:11
KA01F8735,401AF/5,9987819232,Depot-22,2016-10-20 11:00:06
KA57F1525,401AF/6,9987817118,Depot-22,2016-10-20 11:00:09
KA01F8627,401AG/1,9967456485,Depot-17,2016-10-20 11:00:08
KA01F4684,401AM/1,9967556926,Depot-30,2016-10-20 11:00:09
KA57F0923,401AM/2,9987808266,Depot-11,2016-10-20 11:00:09
KA01F3779,401B/10,9987849027,Depot-08,2016-10-20 11:00:11
KA01F9430,401B/11,9987881657,Depot-08,2016-10-20 11:00:06
KA01F9533,401B/12,9967487317,Depot-11,2016-10-20 11:00:09
KA01F9390,401B/13,9987792063,Depot-16,2016-10-20 11:00:07
KA57F0483,401B/15,9987808970,Depot-11,2016-10-20 11:00:09
KA01F9484,401B/16,9987810682,Depot-11,2016-10-20 11:00:09
KA01FA1778,401B/1,9967554941,Depot-30,2016-10-20 11:00:09
KA50F0078,401B/2,9987834225,Depot-11,2016-10-20 11:00:09
KA01FA1832,401B/3,9987786974,Depot-16,2016-10-20 11:00:10
KA01F4956,401B/4,9967463889,Depot-30,2016-10-20 11:00:09
KA01F8876,401B/5,9987792625,Depot-16,2016-10-20 11:00:09
KA01F4839,401B/6,9987792808,Depot-16,2016-10-20 11:00:06
KA01F4987,401B/7,9967556627,Depot-30,2016-10-20 11:00:09
KA53F0217,401B/8,8828031337,Depot-30,2016-10-20 11:00:10
KA01F9534,401B/9,9967491486,Depot-11,2016-10-20 11:00:09
KA01F9517,401BA/1,9987834014,Depot-11,2016-10-20 11:00:09
KA01FA1358,401BJ/2,9967551598,Depot-30,2016-10-20 11:00:09
KA01FA0600,401BK/1,9987899421,Depot-30,2016-10-20 11:00:10
KA57F0192,401BK/4,9987786880,Depot-16,2016-10-20 11:00:06
KA01F9447,401BR/1,9987848918,Depot-08,2016-10-20 11:00:06
KA01FA1738,401BR/2,9987876908,Depot-26,2016-10-20 11:00:07
KA01F8677,401BR/3,9987841561,Depot-08,2016-10-20 11:00:05
KA01F8636,401BR/4,9987854119,Depot-26,2016-10-20 11:00:07
KA01F8899,401BR/5,9967499405,Depot-26,2016-10-20 11:00:10
KA01F9454,401E/1,9987808583,Depot-11,2016-10-20 11:00:09
KA01F9306,401E/2,9967480084,Depot-17,2016-10-20 11:00:08
KA01F9391,401E/3,9967476964,Depot-17,2016-10-20 11:00:08
KA01F3065,401F/2,9987881381,Depot-08,2016-10-20 11:00:06
KA01F4620,401F/2,9967487424,Depot-11,2016-10-20 11:00:09
KA01FA0674,401J/1,9987833669,Depot-11,2016-10-20 11:00:09
KA01F8698,401JB/1,9987884157,Depot-08,2016-10-20 11:00:06
KA01F4472,401JC/1,9967491668,Depot-11,2016-10-20 11:00:09
KA01FA1713,401K/10,8828031108,Depot-30,2016-10-20 11:00:10
KA57F0464,401K/11,9967513590,Depot-37,2016-10-20 11:00:07
KA57F0471,401K/12,8828028535,Depot 12,2016-10-20 11:00:10
KA01F4417,401K/13,8828031068,Depot 12,2016-10-20 11:00:05
KA57F0428,401K/16,8828028598,Depot 12,2016-10-20 11:00:05
KA57F1144,401K/17,9987796672,Depot-37,2016-10-20 11:00:07
KA01F9038,401K/18,8828030997,Depot 12,2016-10-20 11:00:05
KA57F0167,401K/19,9987809312,Depot-11,2016-10-20 11:00:09
KA01F9296,401K/1,9967456606,Depot-17,2016-10-20 11:00:08
KA57F0738,401K/20,9967545529,Depot-31,2016-10-20 11:00:09
KA01F9415,401K/21,9967459282,Depot-17,2016-10-20 11:00:08
KA01FA1966,401K/22,9987797167,Depot-33,2016-10-20 11:00:07
KA01FA1439,401K/23,9967550293,Depot-30,2016-10-20 11:00:10
KA01F4689,401K/24,8828028544,Depot 12,2016-10-20 11:00:06
KA57F0075,401K/25,9967544936,Depot-31,2016-10-20 11:00:08
KA57F0385,401K/26,9967544059,Depot-31,2016-10-20 11:00:08
KA01F8659,401K/27,9967548657,Depot-31,2016-10-20 11:00:10
KA01F8721,401K/28,9967544283,Depot-31,2016-10-20 11:00:08
KA01F9400,401K/29,9967462916,Depot-21,2016-10-20 11:00:10
KA01F9039,401K/2,8828030985,Depot 12,2016-10-20 11:00:06
KA01F9510,401K/30,9967457235,Depot-21,2016-10-20 11:00:08
KA01F8551,401K/31,9987797182,Depot-37,2016-10-20 11:00:07
KA57F0394,401K/32,9967542864,Depot-31,2016-10-20 11:00:08
KA57F0405,401K/33,9967545368,Depot-31,2016-10-20 11:00:08
KA57F0479,401K/34,8828028541,Depot 12,2016-10-20 11:00:09
KA01F4656,401K/35,9967543842,Depot-31,2016-10-20 11:00:09
KA01F4764,401K/36,8828028549,Depot 12,2016-10-20 11:00:06
KA01F9420,401K/37,9987785645,Depot-16,2016-10-20 11:00:07
KA57F0086,401K/38,9967457185,Depot-17,2016-10-20 11:00:10
KA57F0408,401K/39,9967515359,Depot-37,2016-10-20 11:00:07
KA57F0386,401K/3,8828028601,Depot 12,2016-10-20 11:00:05
KA01F9509,401K/40,9987799620,Depot-21,2016-10-20 11:00:10
KA01FA1245,401K/41,9987833715,Depot-11,2016-10-20 11:00:09
KA01F9405,401K/42,9987883892,Depot-08,2016-10-20 11:00:06
KA57F1157,401K/4,9987797388,Depot-37,2016-10-20 11:00:07
KA01FA1466,401K/5,8828028559,Depot 12,2016-10-20 11:00:05
KA01FA0972,401K/6,8828028594,Depot 12,2016-10-20 11:00:05
KA57F0181,401K/7,9967490636,Depot-17,2016-10-20 11:00:08
KA57F0168,401K/9,9967551966,Depot-11,2016-10-20 11:00:09
KA01FA1454,401KA/1,9967513431,Depot-37,2016-10-20 11:00:07
KA01F8674,401KB/10,8828028605,Depot 12,2016-10-20 11:00:06
KA57F0583,401KB/11,9987799358,Depot-37,2016-10-20 11:00:07
KA01F9476,401KB/1,9987790084,Depot-26,2016-10-20 11:00:09
KA01FA1321,401KB/2,8828028630,Depot 12,2016-10-20 11:00:09
KA01FA1758,401KB/3,9987852403,Depot-26,2016-10-20 11:00:07
KA57F1125,401KB/4,9987877568,Depot-26,2016-10-20 11:00:07
KA57F1321,401KB/5,9987849923,Depot-26,2016-10-20 11:00:08
KA01F8900,401KB/6,8828031073,Depot 12,2016-10-20 11:00:05
KA57F0746,401KB/7,9967545924,Depot-31,2016-10-20 11:00:08
KA01F9496,401KB/8,9967547706,Depot-31,2016-10-20 11:00:08
KA01FA1421,401KC/1,9987799297,Depot-37,2016-10-20 11:00:07
KA01F9477,401KC/2,9987861397,Depot-26,2016-10-20 11:00:10
KA01F4814,401KM/1,9987789863,Depot-26,2016-10-20 11:00:09
KA01F3664,401KM/2,9987854278,Depot-26,2016-10-20 11:00:06
KA50F0028,401L/1,8828028650,Depot 12,2016-10-20 11:00:10
KA57F1284,401M/10,9987856118,Depot-26,2016-10-20 11:00:06
KA53F0288,401M/11,9967515247,Depot-37,2016-10-20 11:00:07
KA01F4434,401M/12,8828028603,Depot 12,2016-10-20 11:00:05
KA01F9553,401M/13,9987854721,Depot-26,2016-10-20 11:00:07
KA53F0292,401M/14,9967514577,Depot-37,2016-10-20 11:00:07
KA01F3608,401M/16,8828028718,Depot-21,2016-10-20 11:00:10
KA01F9000,401M/17,9967458765,Depot-21,2016-10-20 11:00:08
KA01F4953,401M/18,8828031067,Depot 12,2016-10-20 11:00:09
KA01F4720,401M/19,8828028644,Depot 12,2016-10-20 11:00:06
KA01F9571,401M/20,9967497686,Depot-21,2016-10-20 11:00:08
KA01F8783,401M/21,8828031061,Depot 12,2016-10-20 11:00:10
KA01F4706,401M/22,8828028552,Depot 12,2016-10-20 11:00:06
KA01F4923,401M/23,9987782776,Depot 12,2016-10-20 11:00:10
KA01FA1480,401M/24,8828031071,Depot 12,2016-10-20 11:00:05
KA57F1409,401M/25,9987851275,Depot-26,2016-10-20 11:00:06
KA53F0113,401M/27,9987790594,Depot-26,2016-10-20 11:00:06
KA57F0499,401M/28,9987791734,Depot-26,2016-10-20 11:00:05
KA01F9434,401M/29,9987792536,Depot-16,2016-10-20 11:00:07
KA01FA0270,401M/2,9967492549,Depot-08,2016-10-20 11:00:10
KA01F8779,401M/30,9967547856,Depot-31,2016-10-20 11:00:08
KA01F4700,401M/31,8828028614,Depot 12,2016-10-20 11:00:05
KA01F4453,401M/32,9987840395,Depot-08,2016-10-20 11:00:06
KA01F2993,401M/33,9987854231,Depot-26,2016-10-20 11:00:10
KA01F3115,401M/34,9987882104,Depot-08,2016-10-20 11:00:06
KA57F0308,401M/35,9987850896,Depot-26,2016-10-20 11:00:05
KA57F0418,401M/36,9987780863,Depot-26,2016-10-20 11:00:10
KA01FA2357,401M/37,9967514792,Depot-37,2016-10-20 11:00:11
KA53F0108,401M/4,9987797436,Depot-37,2016-10-20 11:00:07
KA57F0228,401M/5,9987882441,Depot-08,2016-10-20 11:00:06
KA01F4949,401M/6,8828028597,Depot 12,2016-10-20 11:00:05
KA01F4716,401M/7,8828028578,Depot 12,2016-10-20 11:00:06
KA01F4769,401M/8,8828028655,Depot 12,2016-10-20 11:00:06
KA01F8827,401MA/1,9967514744,Depot-37,2016-10-20 11:00:07
KA57F1411,401MA/2,9987853397,Depot-26,2016-10-20 11:00:05
KA01FA0249,401MC/1,9987858166,Depot-08,2016-10-20 11:00:07
KA57F0249,401MC/2,9987893883,Depot-17,2016-10-20 11:00:10
KA01F3102,401MC/4,9987791640,Depot-26,2016-10-20 11:00:07
KA01FA0287,401MC/5,9987850244,Depot-26,2016-10-20 11:00:09
KA01F3228,401MC/6,9967548591,Depot-26,2016-10-20 11:00:10
KA57F1422,401MD/1,9967514634,Depot-37,2016-10-20 11:00:07
KA57F0412,401MK/2,9967515301,Depot-37,2016-10-20 11:00:07
KA01F8815,401MK/3,9967543994,Depot-31,2016-10-20 11:00:08
KA01F4811,401MN/1,9967476929,Depot-21,2016-10-20 11:00:09
KA57F0074,401MS/1,9967456647,Depot-21,2016-10-20 11:00:08
KA01F8940,401N/2,9987792182,Depot-16,2016-10-20 11:00:07
KA01F3821,401N/3,9987833449,Depot-16,2016-10-20 11:00:11
KA01FA1996,401Q/3,9967464591,Depot-30,2016-10-20 11:00:09
KA01F9586,401R/10,9967458717,Depot-21,2016-10-20 11:00:08
KA57F0821,401R/11,9987781434,Depot-21,2016-10-20 11:00:11
KA01F4418,401R/12,9967495343,Depot-21,2016-10-20 11:00:08
KA57F0698,401R/13,9967457236,Depot-21,2016-10-20 11:00:10
KA57F0294,401R/14,9967456187,Depot-21,2016-10-20 11:00:08
KA57F0012,401R/15,9967457427,Depot-21,2016-10-20 11:00:08
KA57F0090,401R/17,9967475396,Depot-21,2016-10-20 11:00:10
KA42F1697,401R/18,9967491292,Depot-21,2016-10-20 11:00:08
KA01FA1734,401R/19,9967492767,Depot-21,2016-10-20 11:00:08
KA01F9472,401R/1,9967478327,Depot-21,2016-10-20 11:00:08
KA01FA1179,401R/2,9967486397,Depot-21,2016-10-20 11:00:08
KA01F9482,401R/3,9967476225,Depot-21,2016-10-20 11:00:08
KA57F0533,401R/4,9967499305,Depot-21,2016-10-20 11:00:08
KA01FA0749,401R/5,9967462392,Depot-30,2016-10-20 11:00:08
KA42F1708,401R/8,9987768384,Depot-30,2016-10-20 11:00:11
KA53F0141,401R/9,9967554971,Depot-30,2016-10-20 11:00:09
KA01F4585,401RA/1,9987798389,Depot-21,2016-10-20 11:00:11
KA57F0295,401RB/1,8828028715,Depot-21,2016-10-20 11:00:10
KA57F0498,401RC/1,9987855110,Depot-26,2016-10-20 11:00:10
KA01F4665,401RC/2,9987845517,Depot-08,2016-10-20 11:00:07
KA57F0496,401RC/3,9987848276,Depot-08,2016-10-20 11:00:06
KA01F8644,401RC/4,9987791175,Depot-26,2016-10-20 11:00:07
KA01F9439,401RF/1,9987884162,Depot-08,2016-10-20 11:00:06
KA01F9481,401RH/1,9967490063,Depot-21,2016-10-20 11:00:10
KA01FA0364,401T/1,9987895016,Depot-22,2016-10-20 11:00:10
KA01FA0717,401Y/1,9967556830,Depot-30,2016-10-20 11:00:09
KA01FA0977,402A/1,9967556383,Depot-30,2016-10-20 11:00:09
KA50F0012,402B/10,9967547129,Depot-11,2016-10-20 11:00:09
KA57F1264,402B/12,9987834009,Depot-11,2016-10-20 11:00:09
KA57F1058,402B/13-Weekday,8828028482,Depot-11,2016-10-20 11:00:10
KA01F4962,402B/1,9987783407,Depot-11,2016-10-20 11:00:10
KA50F0080,402B/2,9967542670,Depot-11,2016-10-20 11:00:09
KA01F4946,402B/3,9987834209,Depot-11,2016-10-20 11:00:09
KA01F3635,402B/4,9987809638,Depot-11,2016-10-20 11:00:09
KA57F0922,402B/5,9967483200,Depot-11,2016-10-20 11:00:09
KA57F0367,402B/6,9967493009,Depot-11,2016-10-20 11:00:09
KA01FA0731,402C/1,9967554644,Depot-30,2016-10-20 11:00:09
KA01F9462,402D/10,9987809724,Depot-11,2016-10-20 11:00:09
KA01F3593,402D/11,9967490894,Depot-11,2016-10-20 11:00:09
KA01F9489,402D/12,9987833627,Depot-11,2016-10-20 11:00:09
KA57F0922,402D/1,9967483200,Depot-11,2016-10-20 11:00:09
KA57F1050,402D/3,9967488229,Depot-11,2016-10-20 11:00:09
KA01F8740,402D/4,9967559761,Depot-30,2016-10-20 11:00:08
KA57F1018,402D/5,9987808366,Depot-11,2016-10-20 11:00:09
KA01F4762,402D/6,9967483620,Depot-11,2016-10-20 11:00:09
KA01F4828,402D/7,9987834391,Depot-11,2016-10-20 11:00:09
KA57F0370,402D/8,8828031153,Depot-30,2016-10-20 11:00:10
KA01F8691,402G/4,9967556573,Depot-30,2016-10-20 11:00:09
KA53F0039,402M/1,9967560264,Depot-30,2016-10-20 11:00:08
KA01FA1675,404C/1,9987809313,Depot-11,2016-10-20 11:00:10
KA01F3910,404C/2,9967549929,Depot-30,2016-10-20 11:00:08
KA01FA1353,404E/1,9967547106,Depot-11,2016-10-20 11:00:09
KA01FA1376,406/1,9967467548,Depot-43,2016-10-20 11:00:08
KA57F0143,406/2,9987899133,Depot-02,2016-10-20 11:00:05
KA01FA0168,407/3,9967549014,Depot-43,2016-10-20 11:00:09
KA01FA0827,407/3,9967460543,Depot-30,2016-10-20 11:00:08
KA01FA0745,407B/1,9987828365,Depot-30,2016-10-20 11:00:10
KA01FA0785,407C/1,9987863579,Depot-30,2016-10-20 11:00:10
KA01F3946,407D/1,9967556278,Depot-30,2016-10-20 11:00:08
KA01FA0005,407F/1,9967549144,Depot-43,2016-10-20 11:00:09
KA01F3440,409/1,9967560107,Depot-43,2016-10-20 11:00:09
KA01F9449,410/11,9987781726,Depot-16,2016-10-20 11:00:09
KA01F3555,410/13,9967544978,Depot-31,2016-10-20 11:00:08
KA01FA1477,410/14,9987788684,Depot-04,2016-10-20 11:00:07
KA01F8790,410/15,9987834453,Depot-03,2016-10-20 11:00:10
KA57F0481,410/16,9967494974,Depot-21,2016-10-20 11:00:08
KA01F9547,410/17,9967492118,Depot-21,2016-10-20 11:00:08
KA01F4710,410/19,9987792537,Depot-16,2016-10-20 11:00:07
KA01FA1755,410/1,9987793352,Depot-09,2016-10-20 11:00:07
KA01F2997,410/20,9987792755,Depot-16,2016-10-20 11:00:07
KA01F4489,410/4,9987827978,Depot-09,2016-10-20 11:00:05
KA01FA0649,410/5,9987769266,Depot-22,2016-10-20 11:00:07
KA01FA0658,410/6,9987820473,Depot-22,2016-10-20 11:00:06
KA01FA0410,410/7,9967503182,Depot-22,2016-10-20 11:00:07
KA01FA1690,410/8,9967503106,Depot-22,2016-10-20 11:00:07
KA01FA2079,410/9,9987820501,Depot-22,2016-10-20 11:00:06
KA01F4809,410A/1,9987821037,Depot-22,2016-10-20 11:00:06
KA01FA0302,410A/2,9967505765,Depot-22,2016-10-20 11:00:07
KA57F0686,410A/3,9987820139,Depot-22,2016-10-20 11:00:06
KA57F0687,410A/4,9987819031,Depot-22,2016-10-20 11:00:06
KA01FA1449,410A/5,9987817128,Depot-22,2016-10-20 11:00:11
KA53F0201,410F/11,9987782830,Depot-33,2016-10-20 11:00:07
KA53F0247,410F/2,9987783236,Depot-33,2016-10-20 11:00:07
KA57F685,410F/9,9987800129,Depot-04,2016-10-20 11:00:07
KA01F8727,410FA/10,9987877012,Depot-26,2016-10-20 11:00:07
KA01F8634,410FA/11,9967545512,Depot-31,2016-10-20 11:00:08
KA01F8717,410FA/12,9967514280,Depot-37,2016-10-20 11:00:07
KA57F0953,410FA/13,9987820971,Depot-22,2016-10-20 11:00:06
KA01F8728,410FA/1,9967492893,Depot-21,2016-10-20 11:00:08
KA01FA1604,410FA/2,9967456342,Depot-21,2016-10-20 11:00:08
KA57F1584,410FA/3,9987792781,Depot-16,2016-10-20 11:00:10
KA57F1590,410FA/4,9987781618,Depot-16,2016-10-20 11:00:09
KA01F8903,410FA/5,9987846965,Depot-08,2016-10-20 11:00:06
KA57F1583,410FA/6,9987791943,Depot-16,2016-10-20 11:00:09
KA57F1591,410FA/7,9987782058,Depot-16,2016-10-20 11:00:09
KA57F1608,410FA/9,9987790961,Depot-26,2016-10-20 11:00:09
KA01F8814,410FB/2,9987802511,Depot-04,2016-10-20 11:00:05
KA01F9549,410FB/3,9987785285,Depot-20,2016-10-20 11:00:06
KA57F1443,410FC/1,9987786639,Depot-16,2016-10-20 11:00:08
KA57F1449,410FC/2,9987791931,Depot-16,2016-10-20 11:00:07
KA57F1444,410FC/4,9987780817,Depot-16,2016-10-20 11:00:09
KA57F0455,410G/1,8828031069,Depot 12,2016-10-20 11:00:10
KA57F1601,410G/2,9967515308,Depot-37,2016-10-20 11:00:09
KA50F0072,410J/1,9967543367,Depot-31,2016-10-20 11:00:08
KA01F3463,411/1,9987826543,Depot-04,2016-10-20 11:00:05
KA50F0204,411A/1,9987801735,Depot-04,2016-10-20 11:00:09
KA01F4893,411A/2,9987826443,Depot-04,2016-10-20 11:00:05
KA01FA1707,411D/2,9892346615,Depot-32,2016-10-20 11:00:11
KA01FA0553,411J/1,9967541754,Depot-27,2016-10-20 11:00:10
KA01FA2332,412/1,9967557884,Depot-10,2016-10-20 11:00:10
KA01F9299,412/2,9967516718,Depot-10,2016-10-20 11:00:07
KA01F4752,412/3,9967516114,Depot-10,2016-10-20 11:00:07
KA01FA2322,412/4,9967516354,Depot-10,2016-10-20 11:00:07
KA01F8719,412/5,9967507189,Depot-10,2016-10-20 11:00:07
KA01F9377,412/6,9967516799,Depot-10,2016-10-20 11:00:07
KA01F3327,412A/1,9967561824,Depot-23,2016-10-20 11:00:08
KA01FA1983,414/1,9967515922,Depot-10,2016-10-20 11:00:07
KA01F2599,415/1,9967562101,Depot-23,2016-10-20 11:00:11
KA01F2590,415/2,9967504959,Depot-14,2016-10-20 11:00:06
KA01F3127,415/3,9987792108,Depot-14,2016-10-20 11:00:10
KA01F3264,415/4,9987780115,Depot-14,2016-10-20 11:00:06
KA01F3704,415/5,9987780253,Depot-14,2016-10-20 11:00:06
KA01FA2301,415A/2,9987769346,Depot-14,2016-10-20 11:00:07
KA01FA2189,415B/2,9987769600,Depot-14,2016-10-20 11:00:07
KA01F3524,415B/3,9987780357,Depot-14,2016-10-20 11:00:10
KA01F4297,415D/1,9967504655,Depot-14,2016-10-20 11:00:07
KA57F0377,415D/2,9967505344,Depot-14,2016-10-20 11:00:07
KA01F9385,415E/1,9967507913,Depot-10,2016-10-20 11:00:07
KA01F3273,415F/1,9967505676,Depot-14,2016-10-20 11:00:06
KA01F4445,415G/1,9967504384,Depot-14,2016-10-20 11:00:07
KA53F0149,415H/1,9967550253,Depot-30,2016-10-20 11:00:09
KA57F0812,415H/2,9967463087,Depot-30,2016-10-20 11:00:09
KA57F1283,415J/1,9987876482,Depot-26,2016-10-20 11:00:07
KA01FA1319,43/1,9987784129,Depot-20,2016-10-20 11:00:06
KA57F0463,43/2,9987783834,Depot-20,2016-10-20 11:00:06
KA57F0752,43/3,9987783209,Depot-33,2016-10-20 11:00:07
KA01F4553,43A/1,9987784207,Depot-20,2016-10-20 11:00:06
KA57F0762,43A/2,9987784544,Depot-20,2016-10-20 11:00:06
KA01F3602,43A/3,9987899422,Depot-02,2016-10-20 11:00:05
KA01F4754,43B/1,9987838765,Depot-03,2016-10-20 11:00:10
KA01F4740,43B/2,9987866896,Depot-03,2016-10-20 11:00:05
KA01F9376,43B/5,9987792150,Depot-16,2016-10-20 11:00:07
KA01FA0054,43B/6,9987796569,Depot-33,2016-10-20 11:00:07
KA01FA1798,43B/7,9987792470,Depot-16,2016-10-20 11:00:10
KA01F2620,43C/1,9967506753,Depot-20,2016-10-20 11:00:06
KA57F1587,43C/3,9987782374,Depot-16,2016-10-20 11:00:09
KA01F4483,43D/1,9987797623,Depot-33,2016-10-20 11:00:07
KA01FA0481,43E/2,9987784562,Depot-20,2016-10-20 11:00:06
KA01F2723,43E/3,9987796323,Depot-33,2016-10-20 11:00:07
KA01F4488,43E/4,9987838002,Depot-03,2016-10-20 11:00:06
KA01F4432,43E/5,9967549408,Depot-03,2016-10-20 11:00:05
KA01FA0288,43E/6,9987787512,Depot-04,2016-10-20 11:00:09
KA01F9428,43H/1,9987895952,Depot-02,2016-10-20 11:00:05
KA57F1015,43H/2,9987784814,Depot-20,2016-10-20 11:00:11
KA57F1519,43J/1,9987791922,Depot-16,2016-10-20 11:00:09
KA57F1511,43M/1,9987782350,Depot-16,2016-10-20 11:00:10
KA01FA1312,443A/1,9987788409,Depot-04,2016-10-20 11:00:05
KA01FA1666,443A/2,9987824832,Depot-04,2016-10-20 11:00:05
KA01FA0187,45A/1,9987785019,Depot-20,2016-10-20 11:00:06
KA01FA0676,45B/1,9987797654,Depot-33,2016-10-20 11:00:07
KA01F4352,45B/3,9967509531,Depot-20,2016-10-20 11:00:06
KA01F3271,45B/4,9967508544,Depot-20,2016-10-20 11:00:07
KA01F8552,45B/5,9987798727,Depot-21,2016-10-20 11:00:10
KA01FA0512,45C/1,9987899451,Depot-02,2016-10-20 11:00:10
KA01FA0220,45D/10,9967505952,Depot-20,2016-10-20 11:00:07
KA01F4843,45D/11,9987782672,Depot-33,2016-10-20 11:00:10
KA01FA0372,45D/13,9987890116,Depot-02,2016-10-20 11:00:05
KA01F4876,45D/14,9987783763,Depot-33,2016-10-20 11:00:07
KA01F4621,45D/16,9867358842,Depot-33,2016-10-20 11:00:10
KA01FA0136,45D/1,9987796925,Depot-33,2016-10-20 11:00:07
KA01F4816,45D/2,9987799415,Depot-33,2016-10-20 11:00:10
KA01F4821,45D/4,9967505922,Depot-33,2016-10-20 11:00:10
KA57F0917,45D/5,9987797910,Depot-33,2016-10-20 11:00:07
KA01FA1770,45D/6,9987782482,Depot-33,2016-10-20 11:00:07
KA53F0120,45D/7,9967509095,Depot-20,2016-10-20 11:00:10
KA57F0918,45D/8,9987798404,Depot-33,2016-10-20 11:00:07
KA01F4787,45D/9,9987783503,Depot-33,2016-10-20 11:00:07
KA42F1694,45E/1,9967543993,Depot-31,2016-10-20 11:00:08
KA01F3646,45E/2,9967485968,Depot-33,2016-10-20 11:00:10
KA01F4436,45E/4,9987799450,Depot-33,2016-10-20 11:00:11
KA01F4615,45E/5,9987799096,Depot-33,2016-10-20 11:00:07
KA57F0055,45E/7,9987787227,Depot-20,2016-10-20 11:00:07
KA01F4396,45E/8,9967499227,Depot-21,2016-10-20 11:00:08
KA01F4471,45F/1,9987782789,Depot-33,2016-10-20 11:00:06
KA01F8875,45F/4,9967458985,Depot-17,2016-10-20 11:00:08
KA53F0016,45G/2,9987792136,Depot-16,2016-10-20 11:00:07
KA42F1726,45G/3,9987782057,Depot-16,2016-10-20 11:00:06
KA01FA2386,45G/4,9987782099,Depot-16,2016-10-20 11:00:09
KA57F0028,45G/6,9987791869,Depot-16,2016-10-20 11:00:07
KA01FA1803,45H/2,9987786962,Depot-16,2016-10-20 11:00:06
KA53F0238,45J/1,9987783583,Depot-33,2016-10-20 11:00:07
KA57F1267,45J/3,9987822477,Depot-20,2016-10-20 11:00:11
KA01F8554,45J/4,9987797469,Depot-33,2016-10-20 11:00:07
KA57F1521,45K/1,9987781337,Depot-16,2016-10-20 11:00:10
KA01F8585,46/1,9987785657,Depot-33,2016-10-20 11:00:10
KA01FA2063,46/2,9987799149,Depot-33,2016-10-20 11:00:07
KA01F3944,46A/1,9987785313,Depot-20,2016-10-20 11:00:06
KA01F3968,46A/2,9987784372,Depot-20,2016-10-20 11:00:06
KA01F4925,46A/3,9967506369,Depot-20,2016-10-20 11:00:10
KA01F3503,49/1,7022029538,Depot-16,2016-10-20 11:00:10
KA01F4392,5/1,9987787343,Depot-04,2016-10-20 11:00:07
KA01F8723,50/2,9987782422,Depot-16,2016-10-20 11:00:09
KA42F1722,500/2,9987836302,Depot 12,2016-10-20 11:00:11
KA42F1673,500/3,9987891526,Depot-02,2016-10-20 11:00:05
KA01FA1326,500/5,9967457858,Depot-02,2016-10-20 11:00:10
KA01FA0325,500/9,9987794468,Depot-20,2016-10-20 11:00:10
KA01F4544,500A/10,9967504978,Depot-14,2016-10-20 11:00:06
KA01F8830,500A/12,9987826019,Depot-04,2016-10-20 11:00:06
KA57F707,500A/13,9987802104,Depot-04,2016-10-20 11:00:08
KA57F109,500A/14,9987788127,Depot-04,2016-10-20 11:00:07
KA01F4586,500A/15,9967500135,Depot-21,2016-10-20 11:00:09
KA01F2439,500A/16,9987788450,Depot-04,2016-10-20 11:00:07
KA01F3606,500A/17,9987823781,Depot-04,2016-10-20 11:00:05
KA01FA1423,500A/18,9987825042,Depot-04,2016-10-20 11:00:06
KA01FA1473,500A/19,9987826512,Depot-04,2016-10-20 11:00:05
KA57F1143,500A/1,9987823142,Depot-04,2016-10-20 11:00:05
KA01FA1452,500A/20,9967498638,Depot-21,2016-10-20 11:00:08
KA01F4543,500A/24,9987796563,Depot-14,2016-10-20 11:00:10
KA01F2685,500A/25,9987856601,Depot-11,2016-10-20 11:00:09
KA01F3932,500A/26,9987788547,Depot-04,2016-10-20 11:00:11
KA01F9521,500A/27,9987788679,Depot-04,2016-10-20 11:00:05
KA01F9503,500A/28,9987802025,Depot-04,2016-10-20 11:00:05
KA01F4640,500A/29,9967508149,Depot-10,2016-10-20 11:00:07
KA01F8671,500A/2,9987802191,Depot-04,2016-10-20 11:00:05
KA57F0488,500A/31,9967511304,Depot-10,2016-10-20 11:00:07
KA57F1178,500A/32,9987789139,Depot-04,2016-10-20 11:00:05
KA01F3896,500A/33,9987823571,Depot-04,2016-10-20 11:00:10
KA01FA1469,500A/3,9967545803,Depot-04,2016-10-20 11:00:10
KA57F0113,500A/4,9987801286,Depot-04,2016-10-20 11:00:10
KA01F2122,500A/5,9987823611,Depot-04,2016-10-20 11:00:10
